X,Y,L
-174486.4704149466,743997.536091311,n5283
-174486.63380538294,743999.529406029,n5284
-174486.79719581924,744001.5227207472,n5285
-174486.96058625553,744003.5160354652,n5286
-174428.7820420487,743823.2159678611,n5287
-174428.78781224316,743821.2159761849,n5288
-174428.7935824376,743819.2159845087,n5289
-174428.79935263205,743817.2159928326,n5290
-174428.80512282648,743815.2160011564,n5291
-174428.81089302094,743813.2160094802,n5292
-174428.81666321537,743811.2160178039,n5293
-174428.82243340983,743809.2160261277,n5294
-174428.82820360427,743807.2160344515,n5295
-174428.83397379873,743805.2160427753,n5296
-174428.83974399316,743803.2160510991,n5297
-174428.8455141876,743801.2160594229,n5298
-174428.85128438205,743799.2160677467,n5299
-174428.85705457648,743797.2160760706,n5300
-174428.86282477094,743795.2160843944,n5301
-174428.86859496537,743793.2160927182,n5302
-174428.87436515983,743791.216101042,n5303
-174428.88013535427,743789.2161093658,n5304
-174428.88590554873,743787.2161176896,n5305
-174428.89167574316,743785.2161260134,n5306
-174428.89744593762,743783.2161343371,n5307
-174428.90321613205,743781.2161426609,n5308
-174428.90898632648,743779.2161509848,n5309
-174447.09053025092,743857.0078907007,n5310
-174446.09219963904,743855.2748771434,n5311
-174445.09386902716,743853.5418635863,n5312
-174444.09553841528,743851.8088500291,n5313
-174443.0972078034,743850.075836472,n5314
-174442.0988771915,743848.3428229147,n5315
-174441.10054657963,743846.6098093576,n5316
-174440.10221596775,743844.8767958004,n5317
-174439.10388535587,743843.1437822432,n5318
-174438.105554744,743841.410768686,n5319
-174437.1072241321,743839.6777551288,n5320
-174436.10889352023,743837.9447415717,n5321
-174435.11056290838,743836.2117280145,n5322
-174434.1122322965,743834.4787144572,n5323
-174433.1139016846,743832.7457009001,n5324
-174432.11557107273,743831.0126873429,n5325
-174431.11724046085,743829.2796737858,n5326
-174430.11890984897,743827.5466602285,n5327
-174303.98735871047,744667.9765832144,n5328
-174302.01226300956,744668.2912210572,n5329
-174300.03716730862,744668.6058589001,n5330
-174298.0620716077,744668.9204967429,n5331
-174295.07884047276,744669.3957331625,n5332
-174308.4286716733,744683.6486951453,n5333
-174306.47539248157,744684.0784629886,n5334
-174304.52211328983,744684.5082308319,n5335
-174302.5688340981,744684.9379986753,n5336
-174300.61555490637,744685.3677665186,n5337
-174298.66227571465,744685.797534362,n5338
-174296.7089965229,744686.2273022053,n5339
-174293.0739573499,744687.0270972127,n5340
-174310.40121050316,744683.3184065371,n5341
-174312.373749333,744682.9881179288,n5342
-174314.34628816287,744682.6578293206,n5343
-174316.31882699273,744682.3275407125,n5344
-174318.29136582257,744681.9972521043,n5345
-174320.26390465244,744681.6669634961,n5346
-174322.2364434823,744681.3366748879,n5347
-174324.20898231215,744681.0063862797,n5348
-174326.18152114202,744680.6760976715,n5349
-174328.15405997186,744680.3458090633,n5350
-174330.12659880173,744680.0155204552,n5351
-174332.0991376316,744679.685231847,n5352
-174334.07167646143,744679.3549432388,n5353
-174336.0442152913,744679.0246546306,n5354
-174226.78580235832,744800.0836146196,n5355
-174224.9033651034,744800.7592106388,n5356
-174223.02092784847,744801.4348066581,n5357
-174221.13849059353,744802.1104026773,n5358
-174219.2560533386,744802.7859986966,n5359
-174217.37361608367,744803.4615947158,n5360
-174215.49117882873,744804.1371907351,n5361
-174213.6087415738,744804.8127867543,n5362
-174209.98208841137,744806.1143719378,n5363
-174208.62705733915,744807.5853888626,n5364
-174207.2720262669,744809.0564057876,n5365
-174205.91699519468,744810.5274227124,n5366
-174204.56196412246,744811.9984396374,n5367
-174203.2069330502,744813.4694565622,n5368
-174201.851901978,744814.9404734871,n5369
-174199.34526958776,744817.6616647174,n5370
-174197.42140097712,744818.208226305,n5371
-174195.49753236648,744818.7547878926,n5372
-174193.57366375587,744819.30134948,n5373
-174191.64979514523,744819.8479110677,n5374
-174189.7259265346,744820.3944726553,n5375
-174203.5080208409,744738.6760659512,n5376
-174203.6360696571,744740.6719626171,n5377
-174203.76411847334,744742.6678592829,n5378
-174203.89216728954,744744.6637559487,n5379
-174204.02021610577,744746.6596526145,n5380
-174204.148264922,744748.6555492803,n5381
-174204.2763137382,744750.6514459462,n5382
-174204.40436255443,744752.647342612,n5383
-174204.53241137063,744754.6432392779,n5384
-174204.66046018686,744756.6391359437,n5385
-174204.78850900306,744758.6350326095,n5386
-174205.01710230214,744762.1981159468,n5387
-174266.6820325365,744040.5991522267,n5388
-174268.62850292274,744041.0587749366,n5389
-174270.57497330898,744041.5183976466,n5390
-174272.5214436952,744041.9780203566,n5391
-174274.46791408144,744042.4376430665,n5392
-174276.41438446767,744042.8972657765,n5393
-174278.3608548539,744043.3568884865,n5394
-174280.30732524014,744043.8165111964,n5395
-174282.25379562637,744044.2761339064,n5396
-174284.2002660126,744044.7357566165,n5397
-174286.14673639883,744045.1953793264,n5398
-174288.09320678507,744045.6550020364,n5399
-174290.8306524696,744046.3013988235,n5400
-174292.57336712492,744047.2826967549,n5401
-174294.31608178027,744048.2639946862,n5402
-174296.0587964356,744049.2452926176,n5403
-174297.80151109092,744050.226590549,n5404
-174300.5044788403,744051.7485933925,n5405
-174302.2471936537,744052.7298910433,n5406
-174303.98990846705,744053.7111886939,n5407
-174305.73262328043,744054.6924863446,n5408
-174307.4753380938,744055.6737839953,n5409
-174310.77750541913,744057.5331869301,n5410
-174312.06581917472,744059.0629737346,n5411
-174313.3541329303,744060.592760539,n5412
-174314.6424466859,744062.1225473435,n5413
-174315.9307604415,744063.6523341481,n5414
-174317.21907419708,744065.1821209525,n5415
-174318.50738795268,744066.711907757,n5416
-174319.79570170827,744068.2416945614,n5417
-174321.0840154639,744069.7714813659,n5418
-174322.37232921948,744071.3012681704,n5419
-174323.66064297507,744072.8310549749,n5420
-174324.94895673066,744074.3608417794,n5421
-174326.96248473998,744076.7517722229,n5422
-174328.26513344253,744078.269371102,n5423
-174329.56778214505,744079.786969981,n5424
-174330.8704308476,744081.3045688601,n5425
-174332.17307955015,744082.8221677393,n5426
-174333.47572825267,744084.3397666183,n5427
-174334.77837695522,744085.8573654974,n5428
-174336.08102565777,744087.3749643764,n5429
-174337.3836743603,744088.8925632555,n5430
-174338.68632306284,744090.4101621346,n5431
-174339.9889717654,744091.9277610137,n5432
-174341.2916204679,744093.4453598928,n5433
-174342.59426917045,744094.9629587719,n5434
-174343.896917873,744096.4805576509,n5435
-174345.19956657552,744097.99815653,n5436
-174346.50221527807,744099.515755409,n5437
-174348.62149759603,744101.984740688,n5438
-174350.365194708,744102.9642918004,n5439
-174352.10889181995,744103.9438429128,n5440
-174353.8525889319,744104.9233940251,n5441
-174355.59628604387,744105.9029451375,n5442
-174357.3399831558,744106.8824962499,n5443
-174359.08368026777,744107.8620473623,n5444
-174360.82737737973,744108.8415984747,n5445
-174362.5710744917,744109.8211495869,n5446
-174364.31477160365,744110.8007006993,n5447
-174366.0584687156,744111.7802518117,n5448
-174367.80216582757,744112.7598029241,n5449
-174369.54586293953,744113.7393540365,n5450
-174371.28956005146,744114.7189051489,n5451
-174373.03325716342,744115.6984562612,n5452
-174374.77695427538,744116.6780073736,n5453
-174407.02706995033,744187.6029407763,n5454
-174405.4451247462,744188.8266439148,n5455
-174403.8631795421,744190.0503470532,n5456
-174402.28123433798,744191.2740501917,n5457
-174400.69928913383,744192.4977533303,n5458
-174399.1173439297,744193.7214564687,n5459
-174397.5353987256,744194.9451596072,n5460
-174395.95345352148,744196.1688627457,n5461
-174394.37150831736,744197.3925658842,n5462
-174392.78956311324,744198.6162690227,n5463
-174391.2076179091,744199.8399721612,n5464
-174389.62567270498,744201.0636752996,n5465
-174388.04372750086,744202.2873784382,n5466
-174386.46178229674,744203.5110815767,n5467
-174383.54854779746,744205.7645946507,n5468
-174381.64687620316,744206.3839855995,n5469
-174379.74520460883,744207.0033765482,n5470
-174377.84353301453,744207.622767497,n5471
-174375.9418614202,744208.2421584456,n5472
-174374.0401898259,744208.8615493944,n5473
-174372.13851823157,744209.4809403431,n5474
-174368.6961088082,744210.6021629797,n5475
-174366.78153241368,744211.180433876,n5476
-174364.86695601916,744211.7587047723,n5477
-174362.95237962462,744212.3369756687,n5478
-174361.0378032301,744212.915246565,n5479
-174359.1232268356,744213.4935174613,n5480
-174357.20865044108,744214.0717883577,n5481
-174355.29407404654,744214.650059254,n5482
-174353.37949765203,744215.2283301504,n5483
-174351.46492125752,744215.8066010467,n5484
-174349.550344863,744216.384871943,n5485
-174347.6357684685,744216.9631428394,n5486
-174345.72119207395,744217.5414137357,n5487
-174343.80661567944,744218.119684632,n5488
-174341.89203928492,744218.6979555284,n5489
-174339.57795998827,744219.3968906625,n5490
-174337.578015058,744219.382048968,n5491
-174335.57807012773,744219.3672072735,n5492
-174333.57812519747,744219.3523655791,n5493
-174331.57818026718,744219.3375238846,n5494
-174329.57823533693,744219.3226821901,n5495
-174326.49234530365,744219.299781641,n5496
-174324.50941586046,744219.5605321411,n5497
-174322.52648641728,744219.8212826414,n5498
-174320.5435569741,744220.0820331415,n5499
-174318.56062753088,744220.3427836417,n5500
-174316.5776980877,744220.6035341418,n5501
-174314.5947686445,744220.864284642,n5502
-174311.18070578465,744221.3132257788,n5503
-174309.18074703732,744221.3003801968,n5504
-174307.18078829,744221.2875346147,n5505
-174305.18082954266,744221.2746890327,n5506
-174303.18087079533,744221.2618434507,n5507
-174301.180912048,744221.2489978687,n5508
-174299.18095330067,744221.2361522866,n5509
-174297.18099455335,744221.2233067047,n5510
-174294.35629697825,744221.2051638883,n5511
-174292.4436507986,744220.620540427,n5512
-174290.53100461897,744220.0359169657,n5513
-174288.61835843933,744219.4512935044,n5514
-174286.7057122597,744218.8666700431,n5515
-174284.79306608002,744218.2820465819,n5516
-174281.9239943305,744217.4050800656,n5517
-174279.98226525885,744217.8843380467,n5518
-174278.04053618724,744218.3635960277,n5519
-174276.0988071156,744218.8428540088,n5520
-174274.15707804397,744219.3221119898,n5521
-174272.21534897236,744219.8013699709,n5522
-174270.27361990072,744220.2806279518,n5523
-174268.3318908291,744220.7598859329,n5524
-174264.97034618817,744221.5895830938,n5525
-174264.4547374066,744219.6571888316,n5526
-174263.939128625,744217.7247945694,n5527
-174263.42351984343,744215.7924003074,n5528
-174262.90791106186,744213.8600060452,n5529
-174262.39230228026,744211.927611783,n5530
-174261.8766934987,744209.9952175209,n5531
-174261.36108471712,744208.0628232588,n5532
-174260.84547593555,744206.1304289966,n5533
-174260.32986715395,744204.1980347345,n5534
-174259.81425837238,744202.2656404723,n5535
-174259.2986495908,744200.3332462102,n5536
-174258.7830408092,744198.4008519481,n5537
-174258.26743202764,744196.4684576859,n5538
-174257.75182324607,744194.5360634237,n5539
-174257.23621446447,744192.6036691617,n5540
-174256.7206056829,744190.6712748995,n5541
-174256.20499690133,744188.7388806373,n5542
-174255.68938811976,744186.8064863752,n5543
-174255.17377933816,744184.8740921131,n5544
-174254.6581705566,744182.9416978509,n5545
-174254.14256177502,744181.0093035888,n5546
-174253.62695299342,744179.0769093266,n5547
-174253.11134421185,744177.1445150645,n5548
-174252.59573543028,744175.2121208024,n5549
-174252.08012664868,744173.2797265402,n5550
-174251.5645178671,744171.347332278,n5551
-174251.04890908554,744169.414938016,n5552
-174250.53330030397,744167.4825437538,n5553
-174250.01769152237,744165.5501494916,n5554
-174249.5020827408,744163.6177552295,n5555
-174248.98647395923,744161.6853609674,n5556
-174247.97913926034,744157.9100804413,n5557
-174247.45337228462,744155.9804252682,n5558
-174246.92760530888,744154.050770095,n5559
-174246.40183833317,744152.1211149219,n5560
-174245.87607135746,744150.1914597487,n5561
-174245.35030438172,744148.2618045756,n5562
-174244.824537406,744146.3321494024,n5563
-174244.2987704303,744144.4024942293,n5564
-174243.77300345455,744142.4728390562,n5565
-174243.24723647884,744140.543183883,n5566
-174242.72146950313,744138.6135287099,n5567
-174242.008739046,744135.9976854235,n5568
-174241.4829721486,744134.068030229,n5569
-174240.95720525118,744132.1383750346,n5570
-174240.4314383538,744130.20871984,n5571
-174239.9056714564,744128.2790646455,n5572
-174239.379904559,744126.349409451,n5573
-174238.85413766158,744124.4197542566,n5574
-174238.32837076418,744122.4900990621,n5575
-174237.8026038668,744120.5604438676,n5576
-174237.2768369694,744118.6307886731,n5577
-174236.75107007197,744116.7011334787,n5578
-174236.22530317458,744114.7714782842,n5579
-174235.69953627718,744112.8418230896,n5580
-174235.1737693798,744110.9121678952,n5581
-174234.64800248237,744108.9825127007,n5582
-174234.12223558497,744107.0528575062,n5583
-174233.59646868758,744105.1232023117,n5584
-174233.0707017902,744103.1935471173,n5585
-174232.54493489277,744101.2638919228,n5586
-174232.01916799537,744099.3342367283,n5587
-174231.49340109798,744097.4045815337,n5588
-174230.96763420056,744095.4749263393,n5589
-174230.44186730316,744093.5452711448,n5590
-174229.91610040577,744091.6156159503,n5591
-174229.39033350837,744089.6859607559,n5592
-174228.6719490703,744087.0493659656,n5593
-174227.96228197627,744085.1795069828,n5594
-174227.25261488225,744083.309648,n5595
-174226.54294778823,744081.4397890172,n5596
-174225.83328069418,744079.5699300343,n5597
-174225.12361360015,744077.7000710515,n5598
-174224.41394650613,744075.8302120687,n5599
-174223.7042794121,744073.9603530859,n5600
-174222.99461231809,744072.090494103,n5601
-174222.28494522406,744070.2206351202,n5602
-174221.57527813,744068.3507761374,n5603
-174220.865611036,744066.4809171546,n5604
-174220.15594394197,744064.6110581717,n5605
-174219.44627684794,744062.7411991889,n5606
-174218.73660975392,744060.8713402061,n5607
-174218.0269426599,744059.0014812233,n5608
-174217.31727556585,744057.1316222404,n5609
-174216.60760847182,744055.2617632576,n5610
-174215.8979413778,744053.3919042748,n5611
-174215.18827428378,744051.522045292,n5612
-174214.47860718975,744049.6521863091,n5613
-174213.76894009573,744047.7823273264,n5614
-174213.05927300168,744045.9124683435,n5615
-174212.34960590766,744044.0426093607,n5616
-174211.63993881363,744042.1727503778,n5617
-174210.9302717196,744040.302891395,n5618
-174210.2206046256,744038.4330324122,n5619
-174243.124345087,744134.337738689,n5620
-174244.239951128,744132.6777919545,n5621
-174245.355557169,744131.01784522,n5622
-174246.47116321,744129.3578984856,n5623
-174247.586769251,744127.6979517511,n5624
-174248.70237529202,744126.0380050166,n5625
-174249.817981333,744124.3780582822,n5626
-174250.93358737402,744122.7181115478,n5627
-174252.049193415,744121.0581648132,n5628
-174253.6129533266,744118.7313952697,n5629
-174255.07097244245,744117.3623882362,n5630
-174256.52899155827,744115.9933812027,n5631
-174257.98701067411,744114.6243741692,n5632
-174259.44502978996,744113.2553671356,n5633
-174260.90304890578,744111.8863601021,n5634
-174262.36106802162,744110.5173530686,n5635
-174263.81908713747,744109.148346035,n5636
-174265.27710625328,744107.7793390015,n5637
-174266.73512536913,744106.410331968,n5638
-174268.19314448498,744105.0413249345,n5639
-174269.6511636008,744103.6723179009,n5640
-174271.10918271664,744102.3033108674,n5641
-174272.56720183248,744100.9343038339,n5642
-174274.46670634844,744099.1507640885,n5643
-174275.5481675416,744097.4683724315,n5644
-174276.62962873478,744095.7859807744,n5645
-174277.71108992794,744094.1035891174,n5646
-174278.79255112112,744092.4211974604,n5647
-174279.87401231428,744090.7388058034,n5648
-174280.95547350746,744089.0564141463,n5649
-174282.03693470062,744087.3740224892,n5650
-174283.1183958938,744085.6916308322,n5651
-174284.19985708696,744084.0092391751,n5652
-174285.28131828012,744082.3268475181,n5653
-174286.67271959246,744080.162292771,n5654
-174287.5481053691,744078.3640436942,n5655
-174288.42349114572,744076.5657946175,n5656
-174289.29887692234,744074.7675455407,n5657
-174290.17426269897,744072.969296464,n5658
-174291.04964847563,744071.1710473872,n5659
-174291.92503425226,744069.3727983105,n5660
-174292.80042002889,744067.5745492337,n5661
-174293.6758058055,744065.776300157,n5662
-174294.55119158214,744063.9780510801,n5663
-174295.42657735877,744062.1798020034,n5664
-174296.3019631354,744060.3815529266,n5665
-174297.17734891202,744058.5833038499,n5666
-174298.05273468868,744056.7850547731,n5667
-174298.9281204653,744054.9868056964,n5668
-174218.42760867602,745042.1913481359,n5669
-174216.95707838557,745040.8357889655,n5670
-174215.48654809513,745039.4802297949,n5671
-174214.01601780468,745038.1246706243,n5672
-174212.54548751423,745036.7691114538,n5673
-174211.07495722378,745035.4135522832,n5674
-174209.60442693337,745034.0579931126,n5675
-174206.88415970936,745031.5504057438,n5676
-174362.26611325506,745135.8627327386,n5677
-174361.09899013556,745137.486870548,n5678
-174359.93186701604,745139.1110083574,n5679
-174358.76474389655,745140.7351461669,n5680
-174357.59762077706,745142.3592839763,n5681
-174356.43049765757,745143.9834217856,n5682
-174355.26337453804,745145.607559595,n5683
-174354.09625141855,745147.2316974044,n5684
-174352.92912829906,745148.8558352138,n5685
-174351.76200517957,745150.4799730233,n5686
-174350.59488206005,745152.1041108327,n5687
-174349.42775894055,745153.7282486421,n5688
-174348.26063582106,745155.3523864514,n5689
-174347.09351270157,745156.9765242608,n5690
-174345.92638958205,745158.6006620702,n5691
-174344.75926646256,745160.2247998797,n5692
-174343.59214334306,745161.8489376891,n5693
-174342.42502022357,745163.4730754985,n5694
-174341.25789710405,745165.0972133079,n5695
-174340.09077398456,745166.7213511172,n5696
-174338.92365086506,745168.3454889266,n5697
-174337.75652774557,745169.969626736,n5698
-174336.00344400483,745172.409171921,n5699
-174334.25750088657,745171.4336296985,n5700
-174332.5115577683,745170.4580874761,n5701
-174330.76561465004,745169.4825452536,n5702
-174329.01967153177,745168.5070030312,n5703
-174327.2737284135,745167.5314608087,n5704
-174325.52778529524,745166.5559185863,n5705
-174323.78184217698,745165.5803763638,n5706
-174322.0358990587,745164.6048341413,n5707
-174320.28995594045,745163.629291919,n5708
-174318.54401282218,745162.6537496964,n5709
-174316.79806970392,745161.6782074741,n5710
-174315.05212658565,745160.7026652516,n5711
-174313.3061834674,745159.7271230291,n5712
-174311.56024034912,745158.7515808067,n5713
-174309.81429723086,745157.7760385842,n5714
-174308.0683541126,745156.8004963618,n5715
-174306.32241099433,745155.8249541393,n5716
-174304.57646787606,745154.8494119169,n5717
-174302.8305247578,745153.8738696944,n5718
-174301.08458163953,745152.8983274719,n5719
-174299.33863852127,745151.9227852495,n5720
-174297.592695403,745150.947243027,n5721
-174295.84675228473,745149.9717008047,n5722
-174294.10080916647,745148.9961585822,n5723
-174291.14585332858,745147.3450829227,n5724
-174287.57663722246,745146.4357217117,n5725
-174285.70729481368,745147.1467484051,n5726
-174283.83795240487,745147.8577750984,n5727
-174281.96860999608,745148.5688017918,n5728
-174280.09926758727,745149.2798284852,n5729
-174278.2299251785,745149.9908551786,n5730
-174276.36058276967,745150.7018818719,n5731
-174274.4912403609,745151.4129085653,n5732
-174272.62189795208,745152.1239352586,n5733
-174268.90211990417,745153.5387972299,n5734
-174268.21786279342,745153.7990624371,n5735
-174267.16761453846,745152.5430607506,n5736
-174265.43310917274,745151.5473242712,n5737
-174263.69860380702,745150.5515877919,n5738
-174261.9640984413,745149.5558513126,n5739
-174260.22959307555,745148.5601148332,n5740
-174258.49508770983,745147.5643783539,n5741
-174256.7605823441,745146.5686418745,n5742
-174254.42306089244,745145.2267288273,n5743
-174253.8661912153,745145.7980613428,n5744
-174252.69287028734,745144.2235137607,n5745
-174250.96267968224,745143.220298694,n5746
-174249.23248907714,745142.2170836274,n5747
-174247.502298472,745141.2138685606,n5748
-174244.82807352685,745139.6632748002,n5749
-174243.87308760494,745141.4205459486,n5750
-174242.91810168303,745143.1778170969,n5751
-174241.96311576111,745144.9350882453,n5752
-174241.0081298392,745146.6923593937,n5753
-174240.0531439173,745148.4496305421,n5754
-174239.0395936956,745150.3146659537,n5755
-174243.08182131546,745138.6882859725,n5756
-174240.4122473127,745137.1977768636,n5757
-174238.66599518864,745136.2227878794,n5758
-174236.9197430646,745135.2477988952,n5759
-174233.7702864331,745133.4893554955,n5760
-174239.4383640652,745149.5808880682,n5761
-174237.68025321915,745148.6274488971,n5762
-174235.92214237308,745147.674009726,n5763
-174233.7402946267,745146.4907742597,n5764
-174233.58833788973,745144.4965553273,n5765
-174233.43638115274,745142.502336395,n5766
-174233.2844244158,745140.5081174626,n5767
-174233.1324676788,745138.5138985303,n5768
-174232.8728526559,745135.106815672,n5769
-174240.08031497418,745135.2255139697,n5770
-174239.7483826357,745133.2532510757,n5771
-174239.4164502972,745131.2809881818,n5772
-174238.86949233955,745128.031094275,n5773
-174237.84836821558,745126.3114124662,n5774
-174236.8272440916,745124.5917306574,n5775
-174235.5488200028,745122.4387282968,n5776
-174233.57820840605,745121.297499991,n5777
-174232.58367788975,745123.6555345174,n5778
-174231.8864479555,745120.2307542022,n5779
-174230.19468750493,745119.1640084134,n5780
-174228.5029270544,745118.0972626245,n5781
-174226.81116660385,745117.0305168357,n5782
-174225.11940615327,745115.963771047,n5783
-174223.42764570273,745114.8970252582,n5784
-174221.7358852522,745113.8302794694,n5785
-174220.0441248016,745112.7635336806,n5786
-174218.35236435107,745111.6967878917,n5787
-174216.66060390053,745110.6300421029,n5788
-174214.96884344995,745109.5632963141,n5789
-174213.2770829994,745108.4965505253,n5790
-174211.58532254887,745107.4298047365,n5791
-174209.8935620983,745106.3630589477,n5792
-174207.1196503154,745104.6139586469,n5793
-174208.14391565832,745102.8961459367,n5794
-174209.16818100127,745101.1783332265,n5795
-174210.19244634418,745099.4605205164,n5796
-174211.2167116871,745097.7427078062,n5797
-174212.24097703004,745096.024895096,n5798
-174213.26524237296,745094.3070823858,n5799
-174214.2895077159,745092.5892696755,n5800
-174215.31377305882,745090.8714569655,n5801
-174216.56802264132,745088.7679338017,n5802
-174227.97357711912,745117.7634803714,n5803
-174229.49684807868,745115.1222434604,n5804
-174268.60822667988,745082.830111105,n5805
-174267.62064384882,745084.5692718658,n5806
-174266.57632783402,745086.4083413368,n5807
-174284.80481962595,745093.6482164197,n5808
-174283.79149612843,745095.3725062704,n5809
-174282.77817263093,745097.0967961212,n5810
-174281.76484913344,745098.8210859719,n5811
-174280.75152563592,745100.5453758227,n5812
-174279.73820213843,745102.2696656735,n5813
-174278.72487864093,745103.9939555242,n5814
-174277.7115551434,745105.718245375,n5815
-174276.69823164592,745107.4425352258,n5816
-174275.3930470385,745109.6634612947,n5817
-174277.0537945382,745110.7778749263,n5818
-174278.7145420379,745111.8922885578,n5819
-174280.3752895376,745113.0067021895,n5820
-174282.0360370373,745114.1211158211,n5821
-174284.1519024675,745115.5409278505,n5822
-174260.75339226154,745163.5187754927,n5823
-174259.04099171777,745162.4854873539,n5824
-174257.32859117404,745161.4521992151,n5825
-174255.61619063027,745160.4189110764,n5826
-174253.9037900865,745159.3856229376,n5827
-174251.98817809322,745158.2297139661,n5828
-174300.01512424604,745105.2662263334,n5829
-174234.11676392448,745056.7911213557,n5830
-174233.00073350372,745058.4507827971,n5831
-174231.08889751206,745061.2938956894,n5832
-174225.52622321917,745049.416187691,n5833
-174223.52918972253,745049.5250785231,n5834
-174221.5321562259,745049.6339693553,n5835
-174219.53512272926,745049.7428601873,n5836
-174217.53808923264,745049.8517510195,n5837
-174215.541055736,745049.9606418516,n5838
-174213.54402223937,745050.0695326837,n5839
-174211.54698874272,745050.1784235159,n5840
-174209.5499552461,745050.2873143479,n5841
-174207.11787184674,745050.4199268383,n5842
-174205.1198072898,745050.3319607865,n5843
-174203.12174273285,745050.2439947348,n5844
-174201.12367817588,745050.1560286831,n5845
-174199.12561361893,745050.0680626313,n5846
-174197.127549062,745049.9800965795,n5847
-174195.12948450504,745049.8921305279,n5848
-174193.1314199481,745049.8041644761,n5849
-174191.13335539112,745049.7161984243,n5850
-174188.69704838848,745049.6089384727,n5851
-174186.7320910219,745049.2361884929,n5852
-174184.7671336553,745048.863438513,n5853
-174182.8021762887,745048.4906885332,n5854
-174180.8372189221,745048.1179385533,n5855
-174178.87226155552,745047.7451885735,n5856
-174176.90730418894,745047.3724385937,n5857
-174174.51147750358,745046.9179532374,n5858
-174172.53820822138,745046.592057027,n5859
-174170.56493893918,745046.2661608167,n5860
-174168.59166965698,745045.9402646064,n5861
-174166.61840037478,745045.614368396,n5862
-174164.64513109258,745045.2884721856,n5863
-174162.67186181038,745044.9625759752,n5864
-174160.51280304775,745044.6059956164,n5865
-174158.6653919195,745043.8397892974,n5866
-174156.81798079124,745043.0735829785,n5867
-174154.970569663,745042.3073766595,n5868
-174151.78168190445,745040.9847983153,n5869
-174151.13399864806,745039.092575707,n5870
-174150.48631539164,745037.2003530987,n5871
-174149.54470371408,745034.4494113585,n5872
-174149.32356555152,745032.4616744762,n5873
-174149.10242738898,745030.473937594,n5874
-174148.8812892264,745028.4862007117,n5875
-174148.62858517756,745026.2147286491,n5876
-174148.96733361544,745024.2436250253,n5877
-174149.30608205334,745022.2725214015,n5878
-174149.64483049122,745020.3014177777,n5879
-174150.25388970395,745016.7574344347,n5880
-174152.22913397825,745017.2023513302,n5881
-174174.78996003547,745044.9374362647,n5882
-174175.06844256737,745042.9569192919,n5883
-174175.34692509923,745040.9764023192,n5884
-174175.82084605886,745037.6059628954,n5885
-174228.2618706137,745047.448681915,n5886
-174229.44129644567,745044.4808275558,n5887
-174230.6892284774,745041.340586856,n5888
-174180.27782997137,744872.111118898,n5889
-174178.80381643982,744873.4628896288,n5890
-174177.32980290824,744874.8146603598,n5891
-174175.85578937666,744876.1664310906,n5892
-174174.38177584508,744877.5182018214,n5893
-174172.90776231352,744878.8699725522,n5894
-174171.43374878194,744880.2217432831,n5895
-174169.95973525036,744881.5735140139,n5896
-174168.48572171878,744882.9252847447,n5897
-174166.37992864486,744884.8564403153,n5898
-174166.3019270987,744888.0819644881,n5899
-174202.47255564126,744911.8078960677,n5900
-174200.4727121799,744911.7828734746,n5901
-174198.47286871859,744911.7578508817,n5902
-174196.47302525726,744911.7328282886,n5903
-174194.4731817959,744911.7078056956,n5904
-174192.4733383346,744911.6827831025,n5905
-174190.47349487324,744911.6577605095,n5906
-174188.4736514119,744911.6327379165,n5907
-174186.4738079506,744911.6077153235,n5908
-174184.47396448924,744911.5826927305,n5909
-174182.47412102792,744911.5576701374,n5910
-174180.4742775666,744911.5326475444,n5911
-174178.47443410524,744911.5076249514,n5912
-174176.47459064392,744911.4826023583,n5913
-174174.47474718257,744911.4575797654,n5914
-174172.47490372125,744911.4325571723,n5915
-174170.47506025992,744911.4075345793,n5916
-174168.24724623116,744911.3796595556,n5917
-174203.76413344877,744934.8353903241,n5918
-174203.74514795953,744936.8353002098,n5919
-174203.7261624703,744938.8352100956,n5920
-174203.70717698103,744940.8351199814,n5921
-174203.6881914918,744942.8350298671,n5922
-174203.66920600255,744944.8349397529,n5923
-174203.65022051331,744946.8348496387,n5924
-174203.63123502408,744948.8347595244,n5925
-174203.59351222825,744952.8084360157,n5926
-174201.59353079996,744952.8170549775,n5927
-174199.59354937167,744952.8256739392,n5928
-174197.59356794338,744952.834292901,n5929
-174195.5935865151,744952.8429118628,n5930
-174193.59360508682,744952.8515308246,n5931
-174191.59362365853,744952.8601497862,n5932
-174189.59364223023,744952.868768748,n5933
-174187.59366080194,744952.8773877098,n5934
-174185.59367937365,744952.8860066716,n5935
-174183.59369794538,744952.8946256333,n5936
-174181.5937165171,744952.903244595,n5937
-174179.5937350888,744952.9118635568,n5938
-174177.46240960073,744952.9210485485,n5939
-174175.9280517934,744954.2039149168,n5940
-174174.39369398606,744955.4867812853,n5941
-174172.85933617872,744956.7696476536,n5942
-174171.32497837138,744958.052514022,n5943
-174169.79062056405,744959.3353803903,n5944
-174168.2562627567,744960.6182467587,n5945
-174166.72190494937,744961.901113127,n5946
-174164.83477670074,744963.4789285176,n5947
-174163.1450194458,744964.5488445981,n5948
-174160.74012884963,744966.0715669377,n5949
-174150.63996747762,745014.795052221,n5950
-174151.02604525126,745012.8326700073,n5951
-174151.41212302493,745010.8702877936,n5952
-174151.79820079857,745008.9079055799,n5953
